E-commerce Transaction Producer started. Sending transaction data...
Sent: {'transaction_id': 81599, 'user_id': 17, 'product_id': 104, 'product_name': 'Tablet', 'quantity': 2, 'amount': 699.98, 'timestamp': '2025-05-08 11:14:21'}
Sent: {'transaction_id': 33370, 'user_id': 16, 'product_id': 101, 'product_name': 'Smartphone', 'quantity': 2, 'amount': 1399.98, 'timestamp': '2025-05-08 11:17:29'}
Sent: {'transaction_id': 13242, 'user_id': 40, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 2, 'amount': 399.98, 'timestamp': '2025-05-08 11:17:31'}
Sent: {'transaction_id': 56799, 'user_id': 45, 'product_id': 101, 'product_name': 'Smartphone', 'quantity': 2, 'amount': 1399.98, 'timestamp': '2025-05-08 11:17:33'}
Sent: {'transaction_id': 20965, 'user_id': 84, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 2, 'amount': 239.98, 'timestamp': '2025-05-08 11:17:34'}
Sent: {'transaction_id': 90990, 'user_id': 51, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 1, 'amount': 129.99, 'timestamp': '2025-05-08 11:17:35'}
Sent: {'transaction_id': 13717, 'user_id': 34, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 1, 'amount': 119.99, 'timestamp': '2025-05-08 11:17:37'}
Sent: {'transaction_id': 60205, 'user_id': 2, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 1, 'amount': 119.99, 'timestamp': '2025-05-08 11:17:39'}
Sent: {'transaction_id': 72731, 'user_id': 89, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 2, 'amount': 2599.98, 'timestamp': '2025-05-08 11:17:40'}
Sent: {'transaction_id': 71503, 'user_id': 69, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 2, 'amount': 999.98, 'timestamp': '2025-05-08 11:17:41'}
Sent: {'transaction_id': 27520, 'user_id': 27, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 2, 'amount': 239.98, 'timestamp': '2025-05-08 11:17:42'}
Sent: {'transaction_id': 28344, 'user_id': 5, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 2, 'amount': 239.98, 'timestamp': '2025-05-08 11:17:43'}
Sent: {'transaction_id': 33730, 'user_id': 35, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 2, 'amount': 399.98, 'timestamp': '2025-05-08 11:17:44'}
Sent: {'transaction_id': 24055, 'user_id': 20, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 1, 'amount': 1299.99, 'timestamp': '2025-05-08 11:17:45'}
Sent: {'transaction_id': 54057, 'user_id': 14, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 2, 'amount': 259.98, 'timestamp': '2025-05-08 11:17:46'}
Sent: {'transaction_id': 61271, 'user_id': 99, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 2, 'amount': 239.98, 'timestamp': '2025-05-08 11:17:47'}
Sent: {'transaction_id': 13071, 'user_id': 29, 'product_id': 108, 'product_name': 'Bluetooth Speaker', 'quantity': 1, 'amount': 79.99, 'timestamp': '2025-05-08 11:17:48'}
Sent: {'transaction_id': 35422, 'user_id': 80, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 1, 'amount': 499.99, 'timestamp': '2025-05-08 11:17:50'}
Sent: {'transaction_id': 85329, 'user_id': 19, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 1, 'amount': 129.99, 'timestamp': '2025-05-08 11:17:50'}
Sent: {'transaction_id': 27869, 'user_id': 59, 'product_id': 103, 'product_name': 'Headphones', 'quantity': 2, 'amount': 299.98, 'timestamp': '2025-05-08 11:17:52'}
Sent: {'transaction_id': 43760, 'user_id': 28, 'product_id': 104, 'product_name': 'Tablet', 'quantity': 1, 'amount': 349.99, 'timestamp': '2025-05-08 11:17:54'}
Sent: {'transaction_id': 70301, 'user_id': 23, 'product_id': 108, 'product_name': 'Bluetooth Speaker', 'quantity': 2, 'amount': 159.98, 'timestamp': '2025-05-08 11:17:55'}
Sent: {'transaction_id': 46265, 'user_id': 10, 'product_id': 106, 'product_name': 'Camera', 'quantity': 5, 'amount': 2999.95, 'timestamp': '2025-05-08 11:17:56'}
Sent: {'transaction_id': 37975, 'user_id': 12, 'product_id': 101, 'product_name': 'Smartphone', 'quantity': 2, 'amount': 1399.98, 'timestamp': '2025-05-08 11:17:56'}
Sent: {'transaction_id': 28272, 'user_id': 25, 'product_id': 104, 'product_name': 'Tablet', 'quantity': 2, 'amount': 699.98, 'timestamp': '2025-05-08 11:17:57'}
Sent: {'transaction_id': 39420, 'user_id': 12, 'product_id': 103, 'product_name': 'Headphones', 'quantity': 1, 'amount': 149.99, 'timestamp': '2025-05-08 11:17:58'}
Sent: {'transaction_id': 35561, 'user_id': 97, 'product_id': 108, 'product_name': 'Bluetooth Speaker', 'quantity': 2, 'amount': 159.98, 'timestamp': '2025-05-08 11:18:00'}
Sent: {'transaction_id': 78726, 'user_id': 6, 'product_id': 103, 'product_name': 'Headphones', 'quantity': 5, 'amount': 749.95, 'timestamp': '2025-05-08 11:18:02'}
Sent: {'transaction_id': 61242, 'user_id': 94, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 1, 'amount': 1299.99, 'timestamp': '2025-05-08 11:18:03'}
Sent: {'transaction_id': 54911, 'user_id': 96, 'product_id': 101, 'product_name': 'Smartphone', 'quantity': 2, 'amount': 1399.98, 'timestamp': '2025-05-08 11:18:04'}
Sent: {'transaction_id': 65697, 'user_id': 57, 'product_id': 101, 'product_name': 'Smartphone', 'quantity': 2, 'amount': 1399.98, 'timestamp': '2025-05-08 11:18:05'}
Sent: {'transaction_id': 86064, 'user_id': 6, 'product_id': 101, 'product_name': 'Smartphone', 'quantity': 4, 'amount': 2799.96, 'timestamp': '2025-05-08 11:18:07'}
Sent: {'transaction_id': 84799, 'user_id': 54, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 2, 'amount': 999.98, 'timestamp': '2025-05-08 11:18:08'}
Sent: {'transaction_id': 70336, 'user_id': 100, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 2, 'amount': 239.98, 'timestamp': '2025-05-08 11:18:09'}
Sent: {'transaction_id': 99262, 'user_id': 89, 'product_id': 104, 'product_name': 'Tablet', 'quantity': 1, 'amount': 349.99, 'timestamp': '2025-05-08 11:18:11'}
Sent: {'transaction_id': 35077, 'user_id': 25, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 2, 'amount': 239.98, 'timestamp': '2025-05-08 11:18:12'}
Sent: {'transaction_id': 29448, 'user_id': 5, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 5, 'amount': 2499.95, 'timestamp': '2025-05-08 11:18:13'}
Sent: {'transaction_id': 25969, 'user_id': 3, 'product_id': 106, 'product_name': 'Camera', 'quantity': 3, 'amount': 1799.97, 'timestamp': '2025-05-08 11:18:14'}
Sent: {'transaction_id': 46248, 'user_id': 75, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 1, 'amount': 129.99, 'timestamp': '2025-05-08 11:18:16'}
Sent: {'transaction_id': 74445, 'user_id': 36, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 1, 'amount': 499.99, 'timestamp': '2025-05-08 11:18:17'}
Sent: {'transaction_id': 83021, 'user_id': 30, 'product_id': 106, 'product_name': 'Camera', 'quantity': 1, 'amount': 599.99, 'timestamp': '2025-05-08 11:18:18'}
Sent: {'transaction_id': 21781, 'user_id': 57, 'product_id': 103, 'product_name': 'Headphones', 'quantity': 2, 'amount': 299.98, 'timestamp': '2025-05-08 11:18:20'}
Sent: {'transaction_id': 27913, 'user_id': 31, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 1, 'amount': 199.99, 'timestamp': '2025-05-08 11:18:22'}
Sent: {'transaction_id': 61955, 'user_id': 2, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 5, 'amount': 6499.95, 'timestamp': '2025-05-08 11:18:23'}
Sent: {'transaction_id': 75961, 'user_id': 67, 'product_id': 106, 'product_name': 'Camera', 'quantity': 1, 'amount': 599.99, 'timestamp': '2025-05-08 11:18:24'}
Sent: {'transaction_id': 87525, 'user_id': 57, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 1, 'amount': 129.99, 'timestamp': '2025-05-08 11:18:25'}
Sent: {'transaction_id': 52958, 'user_id': 43, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 1, 'amount': 119.99, 'timestamp': '2025-05-08 11:18:27'}
Sent: {'transaction_id': 16153, 'user_id': 34, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 2, 'amount': 239.98, 'timestamp': '2025-05-08 11:18:28'}
Sent: {'transaction_id': 56284, 'user_id': 54, 'product_id': 104, 'product_name': 'Tablet', 'quantity': 1, 'amount': 349.99, 'timestamp': '2025-05-08 11:18:29'}
Sent: {'transaction_id': 17078, 'user_id': 89, 'product_id': 104, 'product_name': 'Tablet', 'quantity': 1, 'amount': 349.99, 'timestamp': '2025-05-08 11:18:30'}
Sent: {'transaction_id': 45760, 'user_id': 26, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 2, 'amount': 999.98, 'timestamp': '2025-05-08 11:18:32'}
Sent: {'transaction_id': 12866, 'user_id': 1, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 1, 'amount': 199.99, 'timestamp': '2025-05-08 11:18:33'}
Sent: {'transaction_id': 76944, 'user_id': 3, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 4, 'amount': 5199.96, 'timestamp': '2025-05-08 11:18:34'}
Sent: {'transaction_id': 75488, 'user_id': 52, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 1, 'amount': 199.99, 'timestamp': '2025-05-08 11:18:35'}
Sent: {'transaction_id': 55642, 'user_id': 39, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 1, 'amount': 119.99, 'timestamp': '2025-05-08 11:18:36'}
Sent: {'transaction_id': 57679, 'user_id': 8, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 1, 'amount': 129.99, 'timestamp': '2025-05-08 11:18:37'}
Sent: {'transaction_id': 16047, 'user_id': 76, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 1, 'amount': 129.99, 'timestamp': '2025-05-08 11:18:37'}
Sent: {'transaction_id': 33068, 'user_id': 64, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 2, 'amount': 2599.98, 'timestamp': '2025-05-08 11:18:39'}
Sent: {'transaction_id': 93293, 'user_id': 8, 'product_id': 101, 'product_name': 'Smartphone', 'quantity': 1, 'amount': 699.99, 'timestamp': '2025-05-08 11:18:39'}
Sent: {'transaction_id': 36685, 'user_id': 7, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 5, 'amount': 999.95, 'timestamp': '2025-05-08 11:18:41'}
Sent: {'transaction_id': 49850, 'user_id': 96, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 2, 'amount': 239.98, 'timestamp': '2025-05-08 11:18:43'}
Sent: {'transaction_id': 67909, 'user_id': 53, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 2, 'amount': 239.98, 'timestamp': '2025-05-08 11:18:43'}
Sent: {'transaction_id': 13463, 'user_id': 2, 'product_id': 106, 'product_name': 'Camera', 'quantity': 5, 'amount': 2999.95, 'timestamp': '2025-05-08 11:18:45'}
Sent: {'transaction_id': 96448, 'user_id': 52, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 1, 'amount': 129.99, 'timestamp': '2025-05-08 11:18:46'}
Sent: {'transaction_id': 66705, 'user_id': 7, 'product_id': 106, 'product_name': 'Camera', 'quantity': 5, 'amount': 2999.95, 'timestamp': '2025-05-08 11:18:48'}
Sent: {'transaction_id': 69170, 'user_id': 30, 'product_id': 108, 'product_name': 'Bluetooth Speaker', 'quantity': 2, 'amount': 159.98, 'timestamp': '2025-05-08 11:18:49'}
Sent: {'transaction_id': 72781, 'user_id': 74, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 2, 'amount': 2599.98, 'timestamp': '2025-05-08 11:18:51'}
Sent: {'transaction_id': 29492, 'user_id': 87, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 2, 'amount': 259.98, 'timestamp': '2025-05-08 11:18:51'}
Sent: {'transaction_id': 60489, 'user_id': 38, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 1, 'amount': 1299.99, 'timestamp': '2025-05-08 11:18:52'}
Sent: {'transaction_id': 16239, 'user_id': 80, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 1, 'amount': 129.99, 'timestamp': '2025-05-08 11:18:53'}
Sent: {'transaction_id': 40950, 'user_id': 65, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 1, 'amount': 1299.99, 'timestamp': '2025-05-08 11:18:53'}
Sent: {'transaction_id': 15231, 'user_id': 28, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 1, 'amount': 199.99, 'timestamp': '2025-05-08 11:18:55'}
Sent: {'transaction_id': 10432, 'user_id': 10, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 4, 'amount': 479.96, 'timestamp': '2025-05-08 11:18:56'}
Sent: {'transaction_id': 18371, 'user_id': 63, 'product_id': 108, 'product_name': 'Bluetooth Speaker', 'quantity': 2, 'amount': 159.98, 'timestamp': '2025-05-08 11:18:58'}
Sent: {'transaction_id': 57561, 'user_id': 54, 'product_id': 108, 'product_name': 'Bluetooth Speaker', 'quantity': 1, 'amount': 79.99, 'timestamp': '2025-05-08 11:18:59'}
Sent: {'transaction_id': 24780, 'user_id': 9, 'product_id': 103, 'product_name': 'Headphones', 'quantity': 2, 'amount': 299.98, 'timestamp': '2025-05-08 11:19:01'}
Sent: {'transaction_id': 53616, 'user_id': 86, 'product_id': 104, 'product_name': 'Tablet', 'quantity': 2, 'amount': 699.98, 'timestamp': '2025-05-08 11:19:03'}
Sent: {'transaction_id': 49292, 'user_id': 16, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 2, 'amount': 239.98, 'timestamp': '2025-05-08 11:19:04'}
Sent: {'transaction_id': 77635, 'user_id': 36, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 2, 'amount': 999.98, 'timestamp': '2025-05-08 11:19:06'}
Sent: {'transaction_id': 32382, 'user_id': 67, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 2, 'amount': 239.98, 'timestamp': '2025-05-08 11:19:06'}
Sent: {'transaction_id': 79234, 'user_id': 76, 'product_id': 106, 'product_name': 'Camera', 'quantity': 2, 'amount': 1199.98, 'timestamp': '2025-05-08 11:19:08'}
Sent: {'transaction_id': 52303, 'user_id': 45, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 2, 'amount': 2599.98, 'timestamp': '2025-05-08 11:19:10'}
Sent: {'transaction_id': 21366, 'user_id': 60, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 2, 'amount': 2599.98, 'timestamp': '2025-05-08 11:19:12'}
Sent: {'transaction_id': 69652, 'user_id': 92, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 1, 'amount': 199.99, 'timestamp': '2025-05-08 11:19:13'}
Sent: {'transaction_id': 16045, 'user_id': 58, 'product_id': 106, 'product_name': 'Camera', 'quantity': 1, 'amount': 599.99, 'timestamp': '2025-05-08 11:19:13'}
Sent: {'transaction_id': 96746, 'user_id': 7, 'product_id': 101, 'product_name': 'Smartphone', 'quantity': 5, 'amount': 3499.95, 'timestamp': '2025-05-08 11:19:14'}
Sent: {'transaction_id': 84634, 'user_id': 51, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 1, 'amount': 1299.99, 'timestamp': '2025-05-08 11:19:15'}
Sent: {'transaction_id': 51980, 'user_id': 9, 'product_id': 104, 'product_name': 'Tablet', 'quantity': 2, 'amount': 699.98, 'timestamp': '2025-05-08 11:19:17'}
Sent: {'transaction_id': 67132, 'user_id': 5, 'product_id': 108, 'product_name': 'Bluetooth Speaker', 'quantity': 3, 'amount': 239.97, 'timestamp': '2025-05-08 11:19:19'}
Sent: {'transaction_id': 79572, 'user_id': 7, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 1, 'amount': 499.99, 'timestamp': '2025-05-08 11:19:21'}
Sent: {'transaction_id': 54012, 'user_id': 28, 'product_id': 106, 'product_name': 'Camera', 'quantity': 2, 'amount': 1199.98, 'timestamp': '2025-05-08 11:19:22'}
Sent: {'transaction_id': 74492, 'user_id': 66, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 2, 'amount': 399.98, 'timestamp': '2025-05-08 11:19:23'}
Sent: {'transaction_id': 73312, 'user_id': 34, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 2, 'amount': 2599.98, 'timestamp': '2025-05-08 11:19:24'}
Sent: {'transaction_id': 77869, 'user_id': 51, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 1, 'amount': 119.99, 'timestamp': '2025-05-08 11:19:25'}
Sent: {'transaction_id': 24986, 'user_id': 1, 'product_id': 106, 'product_name': 'Camera', 'quantity': 2, 'amount': 1199.98, 'timestamp': '2025-05-08 11:19:26'}
Sent: {'transaction_id': 22866, 'user_id': 36, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 1, 'amount': 499.99, 'timestamp': '2025-05-08 11:19:28'}
Sent: {'transaction_id': 47434, 'user_id': 78, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 2, 'amount': 259.98, 'timestamp': '2025-05-08 11:19:29'}
Sent: {'transaction_id': 23543, 'user_id': 70, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 2, 'amount': 999.98, 'timestamp': '2025-05-08 11:19:30'}
Sent: {'transaction_id': 58015, 'user_id': 13, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 1, 'amount': 499.99, 'timestamp': '2025-05-08 11:19:31'}
Sent: {'transaction_id': 85914, 'user_id': 16, 'product_id': 108, 'product_name': 'Bluetooth Speaker', 'quantity': 2, 'amount': 159.98, 'timestamp': '2025-05-08 11:19:32'}
Sent: {'transaction_id': 20565, 'user_id': 1, 'product_id': 103, 'product_name': 'Headphones', 'quantity': 1, 'amount': 149.99, 'timestamp': '2025-05-08 11:19:33'}
Sent: {'transaction_id': 25611, 'user_id': 36, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 1, 'amount': 499.99, 'timestamp': '2025-05-08 11:19:34'}
Sent: {'transaction_id': 94807, 'user_id': 5, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 1, 'amount': 499.99, 'timestamp': '2025-05-08 11:19:34'}
Sent: {'transaction_id': 39437, 'user_id': 93, 'product_id': 108, 'product_name': 'Bluetooth Speaker', 'quantity': 2, 'amount': 159.98, 'timestamp': '2025-05-08 11:19:36'}
Sent: {'transaction_id': 72547, 'user_id': 51, 'product_id': 108, 'product_name': 'Bluetooth Speaker', 'quantity': 1, 'amount': 79.99, 'timestamp': '2025-05-08 11:19:37'}
Sent: {'transaction_id': 75681, 'user_id': 77, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 1, 'amount': 1299.99, 'timestamp': '2025-05-08 11:19:38'}
Sent: {'transaction_id': 82150, 'user_id': 6, 'product_id': 103, 'product_name': 'Headphones', 'quantity': 2, 'amount': 299.98, 'timestamp': '2025-05-08 11:19:40'}
Sent: {'transaction_id': 93298, 'user_id': 78, 'product_id': 103, 'product_name': 'Headphones', 'quantity': 2, 'amount': 299.98, 'timestamp': '2025-05-08 11:19:41'}
Sent: {'transaction_id': 91147, 'user_id': 61, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 1, 'amount': 119.99, 'timestamp': '2025-05-08 11:19:41'}
Sent: {'transaction_id': 50382, 'user_id': 54, 'product_id': 108, 'product_name': 'Bluetooth Speaker', 'quantity': 1, 'amount': 79.99, 'timestamp': '2025-05-08 11:19:43'}
Sent: {'transaction_id': 47312, 'user_id': 21, 'product_id': 108, 'product_name': 'Bluetooth Speaker', 'quantity': 1, 'amount': 79.99, 'timestamp': '2025-05-08 11:19:44'}
Sent: {'transaction_id': 81879, 'user_id': 97, 'product_id': 103, 'product_name': 'Headphones', 'quantity': 1, 'amount': 149.99, 'timestamp': '2025-05-08 11:19:45'}
Sent: {'transaction_id': 99390, 'user_id': 24, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 2, 'amount': 239.98, 'timestamp': '2025-05-08 11:19:47'}
Sent: {'transaction_id': 90199, 'user_id': 4, 'product_id': 101, 'product_name': 'Smartphone', 'quantity': 5, 'amount': 3499.95, 'timestamp': '2025-05-08 11:19:48'}
Sent: {'transaction_id': 62218, 'user_id': 80, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 2, 'amount': 2599.98, 'timestamp': '2025-05-08 11:19:49'}
Sent: {'transaction_id': 51089, 'user_id': 100, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 1, 'amount': 119.99, 'timestamp': '2025-05-08 11:19:51'}
Sent: {'transaction_id': 21300, 'user_id': 81, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 2, 'amount': 259.98, 'timestamp': '2025-05-08 11:19:53'}
Sent: {'transaction_id': 72885, 'user_id': 89, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 2, 'amount': 259.98, 'timestamp': '2025-05-08 11:19:53'}
Sent: {'transaction_id': 89791, 'user_id': 24, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 2, 'amount': 239.98, 'timestamp': '2025-05-08 11:19:55'}
Sent: {'transaction_id': 48286, 'user_id': 87, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 2, 'amount': 999.98, 'timestamp': '2025-05-08 11:19:57'}
Sent: {'transaction_id': 97945, 'user_id': 92, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 2, 'amount': 399.98, 'timestamp': '2025-05-08 11:19:58'}
Sent: {'transaction_id': 38090, 'user_id': 4, 'product_id': 108, 'product_name': 'Bluetooth Speaker', 'quantity': 4, 'amount': 319.96, 'timestamp': '2025-05-08 11:19:59'}
Sent: {'transaction_id': 85709, 'user_id': 85, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 2, 'amount': 239.98, 'timestamp': '2025-05-08 11:20:01'}
Sent: {'transaction_id': 79564, 'user_id': 28, 'product_id': 103, 'product_name': 'Headphones', 'quantity': 2, 'amount': 299.98, 'timestamp': '2025-05-08 11:20:01'}
Sent: {'transaction_id': 70716, 'user_id': 7, 'product_id': 108, 'product_name': 'Bluetooth Speaker', 'quantity': 5, 'amount': 399.95, 'timestamp': '2025-05-08 11:20:02'}
Sent: {'transaction_id': 31459, 'user_id': 30, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 2, 'amount': 2599.98, 'timestamp': '2025-05-08 11:20:03'}
Sent: {'transaction_id': 66646, 'user_id': 93, 'product_id': 104, 'product_name': 'Tablet', 'quantity': 2, 'amount': 699.98, 'timestamp': '2025-05-08 11:20:04'}
Sent: {'transaction_id': 21930, 'user_id': 40, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 2, 'amount': 259.98, 'timestamp': '2025-05-08 11:20:06'}
Sent: {'transaction_id': 65221, 'user_id': 64, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 2, 'amount': 999.98, 'timestamp': '2025-05-08 11:20:06'}
Sent: {'transaction_id': 47984, 'user_id': 73, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 1, 'amount': 199.99, 'timestamp': '2025-05-08 11:20:08'}
Sent: {'transaction_id': 58210, 'user_id': 54, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 2, 'amount': 399.98, 'timestamp': '2025-05-08 11:20:10'}
Sent: {'transaction_id': 29410, 'user_id': 35, 'product_id': 106, 'product_name': 'Camera', 'quantity': 1, 'amount': 599.99, 'timestamp': '2025-05-08 11:20:11'}
Sent: {'transaction_id': 31602, 'user_id': 55, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 1, 'amount': 129.99, 'timestamp': '2025-05-08 11:20:12'}
Sent: {'transaction_id': 23630, 'user_id': 69, 'product_id': 101, 'product_name': 'Smartphone', 'quantity': 2, 'amount': 1399.98, 'timestamp': '2025-05-08 11:20:14'}
Sent: {'transaction_id': 85661, 'user_id': 36, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 2, 'amount': 259.98, 'timestamp': '2025-05-08 11:20:15'}
Sent: {'transaction_id': 37538, 'user_id': 4, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 5, 'amount': 649.95, 'timestamp': '2025-05-08 11:20:16'}
Sent: {'transaction_id': 30353, 'user_id': 27, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 2, 'amount': 399.98, 'timestamp': '2025-05-08 11:20:17'}
Sent: {'transaction_id': 28579, 'user_id': 72, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 2, 'amount': 399.98, 'timestamp': '2025-05-08 11:20:18'}
Sent: {'transaction_id': 25166, 'user_id': 33, 'product_id': 106, 'product_name': 'Camera', 'quantity': 2, 'amount': 1199.98, 'timestamp': '2025-05-08 11:20:19'}
Sent: {'transaction_id': 90824, 'user_id': 85, 'product_id': 104, 'product_name': 'Tablet', 'quantity': 1, 'amount': 349.99, 'timestamp': '2025-05-08 11:20:20'}
Sent: {'transaction_id': 24348, 'user_id': 79, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 2, 'amount': 999.98, 'timestamp': '2025-05-08 11:20:21'}
Sent: {'transaction_id': 53324, 'user_id': 35, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 1, 'amount': 199.99, 'timestamp': '2025-05-08 11:20:22'}
Sent: {'transaction_id': 12991, 'user_id': 7, 'product_id': 106, 'product_name': 'Camera', 'quantity': 2, 'amount': 1199.98, 'timestamp': '2025-05-08 11:20:24'}
Sent: {'transaction_id': 48348, 'user_id': 42, 'product_id': 101, 'product_name': 'Smartphone', 'quantity': 2, 'amount': 1399.98, 'timestamp': '2025-05-08 11:20:25'}
Sent: {'transaction_id': 78700, 'user_id': 51, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 2, 'amount': 399.98, 'timestamp': '2025-05-08 11:20:27'}
Sent: {'transaction_id': 48670, 'user_id': 9, 'product_id': 101, 'product_name': 'Smartphone', 'quantity': 1, 'amount': 699.99, 'timestamp': '2025-05-08 11:20:28'}
Sent: {'transaction_id': 77879, 'user_id': 59, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 1, 'amount': 129.99, 'timestamp': '2025-05-08 11:20:29'}
Sent: {'transaction_id': 81105, 'user_id': 99, 'product_id': 101, 'product_name': 'Smartphone', 'quantity': 2, 'amount': 1399.98, 'timestamp': '2025-05-08 11:20:31'}
Sent: {'transaction_id': 22808, 'user_id': 99, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 2, 'amount': 239.98, 'timestamp': '2025-05-08 11:20:32'}
Sent: {'transaction_id': 49282, 'user_id': 46, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 1, 'amount': 499.99, 'timestamp': '2025-05-08 11:20:34'}
Sent: {'transaction_id': 67605, 'user_id': 88, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 2, 'amount': 259.98, 'timestamp': '2025-05-08 11:20:34'}
Sent: {'transaction_id': 74680, 'user_id': 29, 'product_id': 101, 'product_name': 'Smartphone', 'quantity': 1, 'amount': 699.99, 'timestamp': '2025-05-08 11:20:36'}
